	city	cloudiness	country	date	humidity	lat	lng	temp_max	wind speed
744	Rocha	92	UY	1504946258	98	-34.48	-54.33	62.28	9.33
745	Mathura	40	IN	1504942200	47	27.5	77.68	96.8	8.05
746	Mar del Plata	90	AR	1504944000	100	-38.0	-57.56	51.8	11.41
747	Mathura	40	IN	1504942200	47	27.5	77.68	96.8	8.05
748	Uruzgan	0	AF	1504946259	14	32.93	66.63	78.39	2.62
749	Half Moon Bay	90	US	1504943760	100	37.46	-122.43	64.4	4.74
750	Lompoc	90	US	1504943880	82	34.64	-120.46	64.4	4.7
751	Amparihy	20	MG	1504944000	65	-25.02	46.97	77.0	28.86
752	Nalut	0	LY	1504946260	61	31.87	10.98	78.93	4.41
753	Rikitea	92	PF	1504946085	100	-23.12	-134.97	70.65	5.3
754	Chapais	20	CA	1504944000	93	49.78	-74.85	37.4	4.7
755	Vaini	75	TO	1504944000	94	-21.2	-175.2	71.6	6.98
756	Balapur	40	IN	1504944000	62	17.31	78.48	89.6	2.24
757	Koubia	20	GN	1504946261	95	11.58	-11.9	73.17	4.18
758	Cherskiy	68	RU	1504946087	90	68.75	161.3	39.33	3.29
759	Oranjemund	0	NA	1504946261	92	-28.55	16.43	57.33	15.82
760	Georgetown	20	GY	1504940400	100	6.8	-58.16	73.4	2.24
761	Port Alfred	64	ZA	1504946081	86	-33.59	26.89	64.71	3.18
762	Port Alfred	64	ZA	1504946081	86	-33.59	26.89	64.71	3.18
763	Port Alfred	64	ZA	1504946081	86	-33.59	26.89	64.71	3.18
764	Virginia Beach	1	US	1504944900	87	36.85	-75.98	60.8	6.42
765	Rikitea	92	PF	1504946085	100	-23.12	-134.97	70.65	5.3
766	Starobesheve	0	UA	1504946263	41	47.75	38.03	73.89	4.18
767	Amparihy	20	MG	1504944000	65	-25.02	46.97	77.0	28.86
768	Norman Wells	20	CA	1504944000	93	65.28	-126.83	42.8	4.7
769	Jinhua	8	CN	1504946263	76	41.43	128.03	63.27	3.74
770	Albany	1	US	1504943640	93	42.65	-73.76	53.6	5.82
771	Gravdal	20	NO	1504945200	62	68.12	13.5	55.4	16.11
772	Zhanaozen	0	KZ	1504946264	35	43.3	52.8	81.54	4.63
773	Vaini	75	TO	1504944000	94	-21.2	-175.2	71.6	6.98
774	Trevi	0	IT	1504944000	68	41.9	12.49	75.2	3.36
775	Jieshi	68	CN	1504946265	98	22.81	115.83	80.91	7.54
776	Banu	0	AF	1504946265	37	35.63	69.26	66.51	2.06
777	Portland	90	US	1504943760	72	45.52	-122.68	66.2	5.82
778	Butaritari	56	KI	1504946120	100	3.07	172.79	83.34	9.78
779	Atuona	80	PF	1504946086	100	-9.8	-139.03	80.19	16.26
780	Amparihy	20	MG	1504944000	65	-25.02	46.97	77.0	28.86
781	Porto Novo	20	CV	1504944000	78	17.02	-25.06	78.8	14.99
782	Jamestown	90	US	1504944720	100	42.1	-79.24	51.8	2.84
783	Puerto Suárez	64	BO	1504946267	70	-18.95	-57.8	72.81	2.17
784	Hobart	20	AU	1504944000	53	-42.88	147.33	51.8	12.75
785	Nisia Floresta	20	BR	1504944000	100	-6.09	-35.21	69.8	8.05
786	Atasu	56	KZ	1504946159	39	48.68	71.64	74.07	15.26
787	Kapaa	75	US	1504943760	74	22.08	-159.32	80.6	12.75
788	Sturgis	1	US	1504944900	93	41.8	-85.42	51.8	5.82
789	Albany	1	US	1504943640	93	42.65	-73.76	53.6	5.82
790	Kavaratti	76	IN	1504946218	100	10.57	72.64	79.2	7.43
791	Dourbali	8	TD	1504946268	86	11.81	15.86	86.49	9.22
792	Busselton	24	AU	1504946094	95	-33.65	115.33	62.82	10.78
793	Samoded	92	RU	1504946269	99	63.61	40.51	46.08	8.77
794	Vardo	0	NO	1504946083	99	70.37	31.11	48.42	25.32
795	Arlit	0	NE	1504946270	42	18.74	7.39	91.71	6.76
796	Alofi	44	NU	1504944000	88	-19.06	-169.92	73.4	4.7
797	Hobart	20	AU	1504944000	53	-42.88	147.33	51.8	12.75
798	Conakry	75	GN	1504944000	94	9.54	-13.68	77.0	6.93
